test_index,posterior_probability,predictive_entropy,status
300,0.3361901497945032,0.6384760254817821,correct
301,0.30796287359654,0.6174610079949905,correct
302,0.5012688109638356,0.6931439607939658,correct
303,0.44050814066283567,0.6860518205840251,incorrect
304,0.5069154552678381,0.6930515304671367,correct
305,0.6501896511253358,0.6473291584959795,correct
306,0.3110990952751156,0.619977249827522,correct
307,0.5209627270727697,0.6922680510541809,correct
308,0.41851971538948496,0.6798097046175677,incorrect
309,0.3965821016851416,0.6716014676017744,correct
310,0.601288531917796,0.6724857520446395,incorrect
311,0.5623869060957014,0.685342603420355,correct
312,0.23760656677964856,0.5483053275470482,correct
313,0.6923544780218697,0.6172038246430414,correct
314,0.7171908545674751,0.5955869155398862,correct
315,0.4937379902973093,0.6930687529785955,correct
316,0.521281454872223,0.6922411062270111,incorrect
317,0.2514463767837999,0.5639185803936084,correct
318,0.6770228714744256,0.6290932002990126,correct
319,0.4763326589538595,0.692026475773216,incorrect
320,0.7090033281554345,0.6030416760673322,incorrect
321,0.3861637815982568,0.6670011323655105,correct
322,0.5929525125155093,0.6757659026267019,incorrect
323,0.6122600004612246,0.6677264187411089,correct
324,0.6559840843487724,0.6436633445944784,incorrect
325,0.43728546342686075,0.6852601976238112,correct
326,0.3617082732125651,0.6543947454208552,correct
327,0.5625282129434191,0.6853071153394958,incorrect
328,0.5528032523284007,0.6875604018389867,correct
329,0.5878002853709189,0.6776491705800971,incorrect
330,0.685950316090956,0.622302650269106,correct
331,0.5596790952928844,0.6860069813336409,correct
332,0.6855438720912215,0.6226198029331365,correct
333,0.524215554262698,0.6919739355169754,correct
334,0.49826803134677805,0.693141181117116,correct
335,0.6958531655067937,0.6143370694516564,correct
336,0.28874150282956085,0.6010209949242165,correct
337,0.30432544996010835,0.6144848212636602,correct
338,0.5970824246989133,0.6741769223992493,incorrect
339,0.4865999952374382,0.6927880173031973,incorrect
340,0.32419511828607644,0.6299912732162518,correct
341,0.3519647048493287,0.6486543920028045,correct
342,0.6956065243896702,0.614541052872412,correct
343,0.6163119791344827,0.6658407607802543,incorrect
344,0.3591299592980948,0.6529159612572151,incorrect
345,0.3326000231252011,0.6360046660235246,correct
346,0.46560845641508913,0.6907797551947998,correct
347,0.5986125204189886,0.6735702324829194,correct
348,0.33323441001903426,0.6364455778592257,incorrect
349,0.46810448945090777,0.6911111511928014,correct
350,0.48913454998405353,0.6929110459647463,correct
351,0.6714828230941335,0.6331235464314511,correct
352,0.345079336647568,0.6443472238350766,correct
353,0.5135762059884036,0.6927785085132794,incorrect
354,0.3715514626172929,0.6597762350427716,correct
355,0.2935339685843152,0.605285686325844,correct
356,0.7086955224719238,0.6033155623630959,correct
357,0.6063604583705142,0.6703482892329644,correct
358,0.6244138092638238,0.661861946503892,correct
359,0.2614536398846187,0.5745718940141403,correct
360,0.5309035017842103,0.6912359097522032,incorrect
361,0.43863846585547434,0.685597687322,correct
362,0.557577704542035,0.6865020641553299,correct
363,0.485623883220458,0.6927337781222946,incorrect
364,0.7380863937314703,0.57504898784971,incorrect
365,0.42309029653061125,0.681269877139405,correct
366,0.5141349648048348,0.6927475328576111,incorrect
367,0.4467855554593952,0.6874728856560377,correct
368,0.5452888551405907,0.6890393920296496,correct
369,0.6196964251395801,0.6642125455375743,correct
370,0.39901613806570396,0.6726107281370144,correct
371,0.37266324996569994,0.6603579077734159,correct
372,0.765133524986419,0.5450900224387782,incorrect
373,0.5228208871506116,0.6921052328439425,incorrect
374,0.36695738768709046,0.6573164712835109,incorrect
375,0.5909847231629732,0.6764981368077432,correct
376,0.6194924861374274,0.6643120325426144,correct
377,0.3934306502396293,0.6702579485919591,incorrect
378,0.3938724040135251,0.6704487812834193,correct
379,0.6203673609516309,0.6638839992213557,correct
380,0.5426959695679445,0.6894968451091052,incorrect
381,0.5753022024665401,0.6817630718372063,correct
382,0.677880499689011,0.6284567668125214,correct
383,0.3361526454484552,0.6384505074180039,incorrect
384,0.6389566802937462,0.6540161223093144,correct
385,0.6524557819068643,0.6459131447092077,correct
386,0.6702931147003734,0.6339708619392419,incorrect
387,0.6631464357821504,0.6389263730389765,correct
388,0.5765267960443426,0.6813883164664227,incorrect
389,0.4276228670492167,0.6826333831875719,correct
390,0.3862254427477986,0.667029702226823,incorrect
391,0.5917145542031517,0.6762284295064719,incorrect
392,0.3206849974967256,0.6273847116022612,incorrect
393,0.5235423327995512,0.6920382877509265,correct
394,0.6011674483527176,0.67253546706348,correct
395,0.7218849438967034,0.591164236129716,correct
396,0.663117168483675,0.6389461952539388,correct
397,0.3975209973659218,0.6719937060287273,correct
398,0.6334267707587132,0.6571066750620473,incorrect
399,0.5674589213781994,0.6840179534830834,incorrect
400,0.588792779826914,0.677294921617583,correct
401,0.59700407777855,0.6742077253000198,incorrect
402,0.5027795035541375,0.6931317292003487,incorrect
403,0.4592314896256917,0.6898193445449383,incorrect
404,0.5586363173602861,0.6862548959924488,correct
405,0.48507562369062973,0.6927016403708794,correct
406,0.6120480736820937,0.667823136972185,incorrect
407,0.6648735591220217,0.6377498279156462,correct
408,0.4683436838438748,0.691141594704279,incorrect
409,0.4890414539616114,0.692906981864974,correct
410,0.48627536855585485,0.6927704022203731,correct
411,0.5112984305685658,0.6928918497613077,correct
412,0.5486469679897464,0.6884066298822787,correct
413,0.501427360895369,0.6931431058361596,incorrect
414,0.4973217973441891,0.6931328349524152,correct
415,0.40810485661331364,0.6761613529832866,incorrect
416,0.41099662272117105,0.6772192303735729,incorrect
417,0.6006227097073782,0.6727583719617352,correct
418,0.4174898345518985,0.6794688454614938,incorrect
419,0.40820814651354614,0.6761997346381844,incorrect
420,0.3349818194428915,0.6376507024254214,incorrect
421,0.33364418166902576,0.6367294145659994,correct
422,0.4444737162616927,0.6869681066794856,incorrect
423,0.28758263048275023,0.5999729944745433,correct
424,0.5987382013586636,0.6735199665404857,correct
425,0.5577495595424672,0.6864622478665083,correct
426,0.5196981627915762,0.6923709444569256,incorrect
427,0.4725073719632752,0.6916347287097756,correct
428,0.626649700074041,0.6607147197801585,correct
429,0.7200054050767234,0.5929482124875586,incorrect
430,0.6758329933342242,0.6299706217733554,incorrect
431,0.6121480624139402,0.6677775281162135,correct
432,0.31977741527707393,0.6267015656288468,correct
433,0.331081908794816,0.6349421817666112,correct
434,0.3847483400653822,0.666340894617333,incorrect
435,0.6266388458556474,0.6607203406086608,correct
436,0.25794667639106006,0.5708982297062833,incorrect
437,0.6252180548596458,0.6614517487048531,correct
438,0.6874831800449411,0.621099635714208,incorrect
439,0.7245447190122282,0.5886096073488871,incorrect
440,0.5974395663728183,0.6740361851892236,correct
441,0.4276922116858113,0.6826535912400384,correct
442,0.5347612168108062,0.6907285456102061,correct
443,0.44264923271357287,0.6865544587640982,correct
444,0.5366721623834543,0.6904550688818787,incorrect
445,0.6002138172430301,0.6729248763265907,correct
446,0.617756654264667,0.6651516801854923,correct
447,0.7306724373267305,0.5825888711197995,correct
448,0.4751487815581398,0.6919115053955676,correct
449,0.40217776729996063,0.6738848010388225,correct
450,0.6321242009876009,0.6578154587745577,correct
451,0.7793969807705756,0.5276701237521397,correct
452,0.4763002758135219,0.6920234056871433,incorrect
453,0.5412581754390019,0.6897388324365349,incorrect
454,0.40272512258074794,0.6741011493058483,correct
455,0.6368001695798565,0.6552370712025374,incorrect
456,0.5690270587447814,0.6835872074657878,incorrect
457,0.49310149003982046,0.693051998660701,correct
458,0.339261982044167,0.6405447407970387,incorrect
459,0.4570244858703717,0.6894488294102588,correct
460,0.599157598228052,0.6733517534616715,incorrect
461,0.3344634735740414,0.6372946496978701,correct
462,0.4681196110113325,0.6911130825964595,correct
463,0.42770782264855617,0.6826581377962495,correct
464,0.6046764992881437,0.6710698879613577,correct
465,0.4535914161331168,0.6888334609444793,correct
466,0.5281642566598076,0.6915598898450328,incorrect
467,0.6245664256694267,0.6617843180593086,correct
468,0.4579253323675231,0.6896024348560434,incorrect
469,0.6839893093887687,0.6238257790283465,incorrect
470,0.5974647512371676,0.6740262406870923,correct
471,0.46327641223958266,0.6904475064746709,correct
472,0.5214866985564295,0.6922235397243977,incorrect
473,0.29526275253551376,0.6067968478358583,correct
474,0.44160697679927163,0.686312103232031,incorrect
475,0.7331427736341085,0.5801078489518975,correct
476,0.5128373959326971,0.692817546870231,incorrect
477,0.45748349089162765,0.6895275040012832,incorrect
478,0.5627633468776293,0.6852478834953843,incorrect
479,0.3362329894623651,0.6385051660021882,incorrect
480,0.5935571002785816,0.6755377087647773,correct
481,0.7272468113413185,0.585978035714148,correct
482,0.528348963237809,0.6915389908502159,correct
483,0.29833531402780594,0.6094472121468736,incorrect
484,0.6389697510821754,0.6540086606270319,incorrect
485,0.5312091274723194,0.6911978943830077,correct
486,0.42208944912276725,0.6809574618464445,incorrect
487,0.38469153592074407,0.6663142215544374,correct
488,0.5007006127901881,0.6931461988430605,incorrect
489,0.6170578925619401,0.6654860781409055,correct
490,0.5263383841184123,0.6917591172451243,incorrect
491,0.5003038130837041,0.6931469959551543,incorrect
492,0.6440273824976233,0.6510657260841353,correct
493,0.6421500949420915,0.6521710661197455,correct
494,0.3322156201629229,0.6357366161010832,incorrect
495,0.6541373244436092,0.6448477831296595,correct
496,0.5905177240158116,0.6766695590202078,correct
497,0.364560024702771,0.6559968264713876,incorrect
498,0.3753234675205385,0.6617282504682749,incorrect
499,0.558468174377835,0.6862944581004427,incorrect
500,0.4968839978972005,0.6931277614960356,incorrect
501,0.3792682043370389,0.6637047405001346,incorrect
502,0.4819956001442145,0.6924987235539916,correct
503,0.30263036754230904,0.6130765607858459,correct
504,0.498163982036845,0.6931404386208719,incorrect
505,0.44397362886267683,0.6868560682283156,incorrect
506,0.5234380791089754,0.6920480907301092,correct
507,0.6877900735072034,0.6208574681075034,incorrect
508,0.6387460222732864,0.6541362778875172,correct
509,0.7144912397006913,0.5980811640477479,correct
510,0.41374671357715265,0.6781932315647012,correct
511,0.6355552665982654,0.6559327388881213,incorrect
512,0.5989739671060853,0.673425494955104,incorrect
513,0.5386893544068532,0.6901504536154321,correct
514,0.6186848214375865,0.6647043006999969,incorrect
515,0.48234828964939896,0.6925238852935798,correct
516,0.4792027554932567,0.692281880191413,correct
517,0.303845774847644,0.6140876898682881,correct
518,0.3309805187884559,0.63487085138954,correct
519,0.5651714771775964,0.6846283197382463,correct
520,0.44874307010297854,0.6878833925110218,incorrect
521,0.4126715247061222,0.6778161468703803,incorrect
522,0.4381461875379849,0.6854757552482037,incorrect
523,0.4338962941825417,0.6843821419953802,correct
524,0.6683653865569248,0.6353302071456917,correct
525,0.2598683345615052,0.5729191541665928,correct
526,0.6430579429452626,0.6516384457417568,correct
527,0.3012479626836821,0.6119179929756247,correct
528,0.6536814125394346,0.6451378653453235,correct
529,0.5372364465771748,0.6903715055766741,incorrect
530,0.5296252031844958,0.6913908467553134,incorrect
531,0.5730307267089173,0.6824419509491335,correct
532,0.5272608643383697,0.6916601338620911,correct
533,0.42253628919224934,0.6810974505899353,incorrect
534,0.6861552555780073,0.6221424429808543,correct
535,0.684624298158989,0.6233345290787726,incorrect
536,0.4051141599100427,0.6750308678518662,incorrect
537,0.6790837996242279,0.6275581357320588,correct
538,0.28439504023183915,0.59705650822622,correct
539,0.48294495647957697,0.6925653186778031,correct
540,0.6301392071760518,0.6588815507140018,incorrect
541,0.6158429835141923,0.6660625638249598,incorrect
542,0.4548567480529995,0.6890657985786396,correct
543,0.5232010399336404,0.692070217379825,incorrect
544,0.5108746438332477,0.6929106461528485,incorrect
545,0.6770315204556145,0.6290867988133456,correct
546,0.5349346714713544,0.6907043281935821,incorrect
547,0.4636262704985586,0.69049874526749,incorrect
548,0.3827437394669109,0.6653913576735214,incorrect
549,0.37856616573093066,0.6633578303356071,correct
550,0.5695615257456986,0.6834381058740203,incorrect
551,0.45270590844944336,0.688667023759755,correct
552,0.5282923339374603,0.6915454128379198,correct
553,0.48780009088801324,0.6928494754513137,correct
554,0.7022787910996211,0.6089211052317314,correct
555,0.36987096584297374,0.6588869708195457,correct
556,0.41515433038597105,0.6786797001690215,incorrect
557,0.2966359552525334,0.6079869514028833,incorrect
558,0.46811052231165773,0.691111921850989,correct
559,0.5815359482775819,0.6797913930838246,correct
560,0.510765559175454,0.6929153681183351,correct
561,0.6142543112288301,0.6668069915549537,incorrect
562,0.39054927553969887,0.6689931505214318,incorrect
563,0.6253193277211279,0.6613998998145196,correct
564,0.5304198574286036,0.6912953016736135,incorrect
565,0.4476048824516653,0.6876465909576702,correct
566,0.48332329493788545,0.692590852401826,incorrect
567,0.611130158133703,0.6682398679304005,incorrect
568,0.2642912054321537,0.5774976976033892,correct
569,0.8464331540026749,0.42884657261931636,correct
570,0.3847144845431386,0.6663249989946156,incorrect
571,0.503731942249867,0.6931193255153971,correct
572,0.45264209469393457,0.6886549072902945,correct
573,0.5555436489169696,0.6869642331998619,incorrect
574,0.5444406120856329,0.6891920273863117,incorrect
575,0.6511236836361805,0.6467482583439903,incorrect
576,0.5287839231035889,0.6914892356382762,correct
577,0.4681705289798003,0.6911195793492759,incorrect
578,0.3818437637486088,0.6649595278465528,incorrect
579,0.5519920647798797,0.687731045703354,incorrect
580,0.5983306652118159,0.6736827211181109,incorrect
581,0.7547787351412539,0.5570240090512436,correct
582,0.49443303767502983,0.6930851971402314,correct
583,0.5135163972000463,0.6927817500580866,incorrect
584,0.5264562125491754,0.691746664257554,correct
585,0.4830970435928715,0.6925756517993347,incorrect
586,0.5894215916138738,0.6770683759427167,correct
587,0.494540332975662,0.6930875634471693,incorrect
588,0.40816727405338954,0.6761845520575198,incorrect
589,0.283263373788616,0.5960090982414179,correct
590,0.4415030415209298,0.6862876936669213,correct
591,0.6375732695162883,0.6548016810008654,correct
592,0.4918726915774665,0.6930150684575836,correct
593,0.45679378414868627,0.6894089659738982,correct
594,0.530972664110379,0.6912273398047271,correct
595,0.5573868543054846,0.6865461410574945,correct
596,0.4536323462329602,0.6888410775292838,incorrect
597,0.6014232650354628,0.6724303608487301,correct
598,0.6034412920038535,0.6715916474976868,correct
599,0.29787687916874206,0.6090546393006859,correct
