feature,anova_f,anova_p,mutual_information,l1_logistic_abs_coef,random_forest_importance,permutation_importance,permutation_importance_std,rfe_inverse_rank,rfe_rank,rank_ANOVA F-test,rank_Mutual Information,rank_L1 Logistic,rank_Random Forest,rank_Permutation Importance,rank_RFE
V376,1.3844221227904232,0.2394894915206148,0.005959779384212993,0.01743661413539222,0.0021102064965341054,0.003400000000000003,0.0028354893757515675,0.16666666666666666,6,140,131,206,68,106,201
V377,0.23737834693209425,0.6261595035741155,0.0,0.020315856880924892,0.0013181639651909415,0.0026000000000000025,0.0018000000000000017,0.16666666666666666,6,333,247,193,441,156,201
V378,4.626920889247341,0.03159358410455377,0.0,0.09245900101996554,0.0017452720036446997,0.0,0.0033466401061363056,0.5,2,31,247,14,231,345,2
V379,27.233676547285782,1.9898138458819804e-07,0.0,0.0,0.009630677589003198,0.02579999999999998,0.003155946767611865,0.5,2,9,247,299,8,3,2
V380,0.797736469116534,0.37187855414715104,0.0011252669634442825,0.016107461900297205,0.0017349316082710324,0.0,0.0012649110640673528,0.125,8,209,223,211,240,345,301
V381,0.0001506795335246188,0.9902073114571642,0.0,0.0,0.0014197648354816982,0.00020000000000000017,0.0006000000000000006,0.09090909090909091,11,496,247,299,411,331,451
V382,0.7677197300826778,0.3810287252740313,0.003129162711421607,0.03560707544616825,0.0020290819853809156,0.002200000000000002,0.0028913664589601948,0.3333333333333333,3,211,177,128,91,188,51
V383,2.172541875251245,0.14065137350138837,0.0,0.06675656823759779,0.00188502544116623,0.003400000000000003,0.004294182110716781,0.3333333333333333,3,96,247,46,149,106,51
V384,1.417748939709004,0.23391571359799596,0.0,0.03768214739687574,0.001640606287745968,0.0006000000000000005,0.0023748684174075855,0.25,4,138,247,120,307,299,101
V385,5.10830887373145,0.023918762230245815,0.006046658018359352,0.08066025843999214,0.00201696181191386,-0.0006000000000000005,0.001800000000000002,0.5,2,26,127,27,93,391,2
V386,0.1230011720520979,0.7258389717106479,0.0,0.0,0.0017851671650468803,0.0032000000000000028,0.0020396078054371156,0.125,8,378,247,299,204,113,301
V387,0.05729796130670636,0.8108432997515529,0.0,0.0,0.0017642663640009847,0.0032000000000000028,0.003487119154832542,0.09090909090909091,11,408,247,299,216,113,451
V388,0.3073578093660153,0.5793681304069548,0.0,0.0,0.0006208960942727929,0.0,0.0,0.14285714285714285,7,309,247,299,491,345,251
V389,0.6450821615931605,0.4219719757142305,0.015813739512902547,0.0,0.001413696915372792,0.00040000000000000034,0.002332380757938122,0.125,8,232,28,299,414,314,301
V390,0.10930004069101074,0.7409771049949866,0.019580191532787783,0.0,0.0017555240703666646,-0.0020000000000000018,0.0040000000000000036,0.1111111111111111,9,388,11,299,221,463,351
V391,0.5822532499354957,0.4455205537220894,0.0166129247359299,0.022973481269430166,0.0012003018501420442,-0.00020000000000000017,0.0018867962264113225,0.2,5,239,24,187,456,365,151
V392,0.8121673072047261,0.36758887691330633,0.007733121259168474,0.0,0.0016222956703707012,-0.0010000000000000009,0.0020493901531919217,0.09090909090909091,11,202,102,299,317,413,451
V393,0.019834916848697128,0.8880133126371745,0.005965938333790444,0.00307131137843407,0.0009460191018183596,0.0014000000000000013,0.0025377155080899064,0.125,8,443,130,284,476,245,301
V394,0.019192362789826677,0.8898303829418227,0.0007770374204691954,0.0,0.0014992192769065639,0.006200000000000006,0.0018867962264113222,0.1111111111111111,9,446,228,299,381,34,351
V395,0.6764318840664084,0.41091624741571825,0.0,0.015785958268389647,0.0008057928027218677,0.00020000000000000017,0.0027495454169735064,0.16666666666666666,6,226,247,213,484,331,201
V396,1.2257702992100368,0.2683644660501739,0.016831059790888503,0.0365120656283963,0.0018431326200561463,0.0028000000000000026,0.0016000000000000014,0.25,4,153,23,126,175,136,101
V397,0.07441098620887794,0.7850476242526521,0.0,0.0,0.001583333981311275,-0.00040000000000000034,0.003878143885933066,0.09090909090909091,11,400,247,299,334,377,451
V398,0.4759852915193029,0.4903265886303413,0.023296496503411035,0.008825750091898357,0.0017817509497247816,-0.001200000000000001,0.0031240998703626647,0.125,8,256,7,240,205,424,301
V399,0.12762698191604635,0.7209429950456462,0.00019684698784905308,0.0,0.0015055774184438214,0.0016000000000000014,0.0021540659228538035,0.1111111111111111,9,374,243,299,379,230,351
V400,0.6445314502197415,0.42217012818036687,0.0,0.02817770339707593,0.001281343861766659,0.0020000000000000018,0.00268328157299975,0.2,5,233,247,158,447,200,151
V401,0.45370331083391796,0.5006594460904128,0.007264276628049959,0.006490998881460143,0.0012502407816372145,-0.0014000000000000013,0.0018000000000000017,0.125,8,263,110,261,452,434,301
V402,0.26161899942796873,0.6090665762190222,0.0,0.0,0.0016797710991781718,0.0006000000000000005,0.0031048349392520072,0.1,10,326,247,299,279,299,401
V403,0.21563806583875023,0.6424343770746578,0.0,0.0,0.00045986629010706106,0.003400000000000003,0.0020099751242241798,0.1111111111111111,9,336,247,299,495,106,351
V404,1.9495295031546689,0.16279266129602338,0.0,0.0711775486640016,0.0018228680991917946,0.0008000000000000007,0.0020396078054371156,0.5,2,107,247,38,186,285,2
V405,1.3441057471816389,0.24644973964413572,0.017579813321201065,0.011877733650786124,0.00025419390968330996,0.0006000000000000005,0.0012806248474865707,0.14285714285714285,7,143,15,229,498,299,251
V406,0.1769203853592745,0.6740785153412614,0.0,0.0,0.0017092558365218908,0.004600000000000004,0.0026907248094147447,0.1111111111111111,9,354,247,299,262,59,351
V407,0.6160936150027346,0.4325956945699499,0.007335413824274717,0.004230655932030994,0.0016062972832915309,-0.0006000000000000005,0.003231098884280705,0.16666666666666666,6,237,109,275,324,391,201
V408,0.7413191267521098,0.3893419520247362,0.0,0.005749171923723626,0.0009613870563550741,-0.0016000000000000014,0.003979949748426483,0.14285714285714285,7,215,247,264,474,445,251
V409,0.19895883398736902,0.6556108929586503,0.017602667524431403,0.0,0.001631226621287428,-0.0010000000000000009,0.004024922359499625,0.1111111111111111,9,342,14,299,313,413,351
V410,2.639110234690744,0.10441964969408993,0.009121499469234795,0.04259792655708655,0.0017580280265029969,0.0010000000000000009,0.002569046515733028,0.25,4,73,80,103,217,277,101
V411,3.567147393740343,0.05907819465970507,0.0,0.04716659524666722,0.0020108110396883337,-0.0008000000000000007,0.002561249694973142,0.25,4,48,247,91,96,398,101
V412,6.220246693324652,0.012710021400305808,0.0,0.04711373569268179,0.001836077431208563,0.006800000000000006,0.0063371918071019485,0.2,5,17,247,92,179,26,151
V413,3.004103694626431,0.08320818369455053,0.0,0.04815990422714469,0.0014470293558331614,0.002400000000000002,0.0032000000000000028,0.25,4,64,247,90,404,174,101
V414,2.909435290775001,0.08821812942916807,0.0,0.05736707217411693,0.002183636584044356,0.0018000000000000017,0.005688585061331162,0.25,4,65,247,67,52,213,101
V415,2.524458887892065,0.11225144298006846,0.0,0.06341584224298664,0.0018883411691882571,-0.0026000000000000025,0.004004996878900161,0.3333333333333333,3,80,247,52,148,482,51
V416,0.6363676411871039,0.4251239914479426,0.0,0.030145846439270714,0.002088170568850344,-0.002400000000000002,0.002332380757938122,0.16666666666666666,6,234,247,149,73,476,201
V417,0.005270357414786149,0.9421338995177351,0.0028716269026740626,0.0031597594084233167,0.0015522420941020845,0.0018000000000000017,0.0022715633383201114,0.14285714285714285,7,471,182,281,352,213,251
V418,1.288949153110365,0.25637787102582466,0.0018491005863405796,0.05874317273104731,0.0021105237357564883,0.007000000000000006,0.003255764119219944,0.5,2,150,201,62,67,24,2
V419,0.6854543030117795,0.4078137357661316,0.0,0.0,0.002084679612815701,0.0026000000000000025,0.0018000000000000015,0.1,10,225,247,299,75,156,401
V420,1.7575350750772547,0.18508381619715308,0.0003617107051803181,0.028888799100978066,0.0019410709974711316,-0.0016000000000000014,0.003440930106817054,0.2,5,120,235,154,128,445,151
V421,3.8004289495995685,0.051379190057553384,0.013754934660335838,0.0680230543771957,0.001622706103550824,0.00040000000000000034,0.0024979991993593614,0.5,2,44,39,43,316,314,2
V422,1.0048499195654101,0.31626119243380013,0.0,0.03483789111138072,0.0014127451720094475,0.0028000000000000026,0.002561249694973142,0.25,4,176,247,130,415,136,101
V423,1.6536495791910795,0.1986119379688993,0.0,0.04558785229191833,0.0017259089757827443,-0.00020000000000000017,0.0032802438933713478,0.25,4,124,247,97,245,365,101
V424,1.2028529008250401,0.2728843870156219,0.016874671398597663,0.06201010290504152,0.00030370111940526386,0.00020000000000000017,0.0006000000000000006,0.3333333333333333,3,155,22,54,496,331,51
V425,6.638351479498812,0.010051819208641222,0.001380598243193365,0.1283532183244301,0.0024794355760801743,-0.0008000000000000007,0.002227105745132011,0.5,2,15,216,4,29,398,2
V426,4.233436025896545,0.03976462574503225,0.0017479782774776353,0.09716610062517095,0.00189354292225287,0.0016000000000000014,0.0024979991993593614,0.5,2,37,205,8,144,230,2
V427,0.15032259085179872,0.6982685687690312,0.0014976117509779563,3.891964896730367e-05,0.001448549892734188,0.0020000000000000018,0.0034641016151377574,0.1111111111111111,9,363,215,298,403,200,351
V428,0.0553000297357775,0.8141089723877185,0.0,0.0,0.001848626721047182,-0.0014000000000000013,0.0031048349392520077,0.125,8,410,247,299,172,434,301
V429,0.713872763851831,0.39826229871590096,0.00026607176718540515,0.0,0.0018149631885163527,0.0032000000000000028,0.0028565713714171423,0.1,10,220,238,299,193,113,401
V430,0.3620028414488593,0.5474642684360843,0.015997652004163587,0.0,0.0011721262384106973,0.0036000000000000034,0.0032000000000000028,0.1,10,290,26,299,459,99,401
V431,5.476812843207765,0.019368309917152896,0.007539775637753543,0.07919585131681059,0.0018429698918425652,0.004400000000000004,0.003979949748426483,0.25,4,23,107,29,176,70,101
V432,4.843084547174735,0.027871243336854847,0.008135480547402985,0.08909740048292682,0.0027561527545011694,0.007600000000000007,0.0038781438859330666,0.5,2,28,95,15,23,21,2
V433,1.02095181702865,0.3124156883442042,0.0,0.02620598945307296,0.0016615022652900914,0.008200000000000008,0.0018867962264113222,0.16666666666666666,6,173,247,169,296,18,201
V434,1.7781508175185328,0.18252856105045465,0.007050853971502402,0.0,0.006851729531828144,0.022199999999999998,0.003944616584663174,0.2,5,118,114,299,17,5,151
V435,1.5607972988916483,0.21169485485263617,0.018237288474186375,0.01070596410731782,0.001852106027029371,-0.0030000000000000027,0.0020493901531919217,0.1111111111111111,9,130,13,233,170,487,351
V436,2.8087057256907742e-05,0.9957719822089036,0.0,0.0,0.0019362383534101738,0.0014000000000000013,0.0020099751242241798,0.14285714285714285,7,499,247,299,130,245,251
V437,0.7092982678609512,0.3997776652882386,0.0,0.007424819014570351,0.0020571224047563254,0.004600000000000004,0.0032310988842807055,0.1111111111111111,9,221,247,253,87,59,351
V438,0.19785625161408493,0.6565049908835261,0.00757241323270641,0.0,0.0016371907011464815,0.001200000000000001,0.0018330302779823377,0.16666666666666666,6,343,105,299,309,263,201
V439,0.3245533238637236,0.5689480727056271,0.009397953232936906,0.003145726075216803,0.0014415662474891828,-0.0014000000000000013,0.0026907248094147447,0.125,8,302,73,282,407,434,301
V440,0.2846030178860559,0.5937593237474813,0.013649189008959617,0.012327433719022732,0.0015799102797901955,0.0014000000000000013,0.0020099751242241798,0.2,5,316,40,225,337,245,151
V441,0.03403487665042573,0.8536513727601162,0.006499982680117089,0.0,0.00143632769166879,-0.0016000000000000014,0.001200000000000001,0.14285714285714285,7,425,120,299,408,445,251
V442,1.0355876734350966,0.3089730950907679,0.0,0.0610376826516169,0.001678681377254333,0.005400000000000005,0.0026907248094147447,0.3333333333333333,3,171,247,56,281,45,51
V443,26.474648583369106,2.9316673363736723e-07,0.012123560419722068,0.020466443378164997,0.011427101510293419,0.012800000000000011,0.003600000000000003,1.0,1,10,49,192,5,10,1
V444,0.43480741559399366,0.5097153942278511,0.0072590496314162145,0.0,0.0019921099449711857,0.0018000000000000017,0.0028913664589601948,0.16666666666666666,6,271,111,299,100,213,201
V445,3.0272136035222914,0.08203249615745649,0.005683053264297744,0.03970681594229182,0.0017509329764188637,0.0018000000000000017,0.0018867962264113225,0.16666666666666666,6,61,137,111,227,213,201
V446,3.0230751815506363,0.08224170696107548,0.0016349389574994433,0.08705166448587436,0.001015837970479486,0.0026000000000000025,0.001280624847486571,0.5,2,63,211,18,470,156,2
V447,0.17567453050576892,0.67516219503426,0.0,0.0,0.0012504598201833969,0.0028000000000000026,0.002400000000000002,0.2,5,355,247,299,451,136,151
V448,1.0449783582692174,0.30679021099117787,0.0,0.024237134207150363,0.0018073837188509723,0.002200000000000002,0.0036276714294434143,0.16666666666666666,6,169,247,176,196,188,201
V449,0.12404688018024256,0.7247232495734087,0.0,0.03470661176357796,0.0018184006772824673,0.004400000000000004,0.0017435595774162708,0.3333333333333333,3,377,247,131,190,70,51
V450,0.6551824208245827,0.4183622814605544,0.0,0.03882873815285045,0.0013739738872739751,0.0016000000000000014,0.002332380757938122,0.25,4,229,247,117,430,230,101
V451,0.3995367106002213,0.5274009345001037,0.004608115813348412,0.021189826896905278,0.0018558513013222204,-0.002400000000000002,0.0017435595774162708,0.2,5,279,151,190,165,476,151
V452,0.26892309220399496,0.604112512906053,0.0,0.0,0.006073605928744063,0.01160000000000001,0.002332380757938122,0.5,2,324,247,299,19,11,2
V453,0.1007031163014134,0.751020650346949,0.0,0.03651811832094823,0.0014803569720919884,0.00040000000000000034,0.0024979991993593614,0.25,4,391,247,125,390,314,101
V454,18.405687426811777,1.8704577382459063e-05,0.002899785937780841,0.0,0.008111626997043478,0.0036000000000000034,0.005986651818838312,0.14285714285714285,7,12,180,299,13,99,251
V455,4.41643457166666,0.035719270901100865,0.003181131555451522,0.08078922332262803,0.0015853132472857733,-0.00020000000000000017,0.0026000000000000025,0.5,2,34,176,26,333,365,2
V456,0.08316658634423842,0.7730810620339659,0.005270097443029531,0.0,0.0028117319758970086,0.00020000000000000017,0.0032802438933713486,0.09090909090909091,11,397,143,299,22,331,451
V457,4.133122697051593,0.042183641967209314,0.0,0.044252545975025065,0.0011606433652890092,0.0028000000000000026,0.0025612496949731414,0.25,4,40,247,100,461,136,101
V458,1.9466818264832038,0.16309992336897008,0.0,0.035452942025240956,0.0023139409120958992,0.002200000000000002,0.003280243893371348,0.25,4,108,247,129,40,188,101
V459,1.6866266443854516,0.19419611344068108,0.0,0.038184174956888056,0.0017185856046764106,0.0016000000000000014,0.0021540659228538035,0.25,4,122,247,118,252,230,101
V460,0.02541044484200709,0.8733646987581178,0.017568541070359434,0.0,0.0016842343724407574,-0.003400000000000003,0.0026907248094147447,0.09090909090909091,11,436,16,299,274,493,451
V461,0.020080141753725668,0.8873277721343132,0.0005545816923091529,0.0,0.0016399366302366572,0.0032000000000000028,0.0031240998703626647,0.09090909090909091,11,442,234,299,308,113,451
V462,0.9127819432824421,0.3394929406201536,0.010785230444497085,0.02399067040159876,0.0017104099491249483,-0.0028000000000000026,0.002400000000000002,0.2,5,187,59,178,259,486,151
V463,2.142499060859838,0.14342563995022384,0.0,0.03429143590598615,0.0015735554399969195,0.0,0.0029664793948382677,0.25,4,97,247,133,343,345,101
V464,1.1389457639465774,0.2860041350577251,0.015209142052624358,0.015633425598085966,0.0018349425337759247,-0.0008000000000000007,0.00271293199325011,0.16666666666666666,6,159,31,215,180,398,201
V465,0.017730450067900708,0.8940836255773901,0.0018819615556631142,0.0,0.0017958896412166136,0.00040000000000000034,0.0021540659228538035,0.09090909090909091,11,449,200,299,200,314,451
V466,0.0016745223297218131,0.9673630219876275,0.0,0.0,0.001846727158571729,-0.001200000000000001,0.0032496153618543876,0.09090909090909091,11,486,247,299,173,424,451
V467,2.7875882728137893,0.09515375038241813,0.005790869031373713,0.005427614451675417,0.001765106808127438,0.001200000000000001,0.002227105745132011,0.09090909090909091,11,68,136,268,215,263,451
V468,0.8596918017077221,0.35393693957202227,0.0,0.024045948361669935,0.0017695996857470169,-0.002400000000000002,0.0035552777669262386,0.25,4,196,247,177,213,476,101
V469,2.4937264917032285,0.11445909311724346,0.020115991875170103,0.055510554640985595,0.0018907374749588415,-0.0008000000000000007,0.0020396078054371156,0.3333333333333333,3,83,9,73,146,398,51
V470,0.059670142863810297,0.8070431358370332,0.0013711708694046365,0.03918850448140793,0.002077923640122378,-0.0018000000000000017,0.003026549190084314,0.3333333333333333,3,405,217,114,79,454,51
V471,0.001779208691793928,0.9663588887228107,0.006148332498401299,0.0,0.0013779506029699602,0.002200000000000002,0.0036276714294434143,0.09090909090909091,11,485,125,299,428,188,451
V472,2.6737677196901575,0.10217178124376786,0.00021247617163533405,0.06588084139569507,0.0016009403992381882,0.0008000000000000007,0.0020396078054371156,0.5,2,72,242,48,325,285,2
V473,25.413854374574747,5.043084664222423e-07,0.017370849466607385,0.0,0.011012699958795344,0.013200000000000012,0.003487119154832542,0.25,4,11,17,299,6,9,101
V474,1.0778434082606776,0.2993061245853253,0.004215179494415189,0.0,0.0009186027032447093,-0.001200000000000001,0.000979795897113272,0.09090909090909091,11,166,158,299,479,424,451
V475,0.935231148258816,0.33362433527806346,0.0,0.008461040117545579,0.0010561225193978045,-0.00040000000000000034,0.0021540659228538035,0.14285714285714285,7,182,247,245,467,377,251
V476,101.55678901167211,2.480364218277832e-23,0.028647097227277207,0.38285531999419947,0.016725530857014406,0.016800000000000002,0.010552724766618319,0.5,2,1,3,1,1,8,2
V477,0.0005058448354829599,0.982058541323666,0.0012780160360175152,0.0,0.0020796589544246715,0.00020000000000000017,0.0028913664589601948,0.125,8,492,220,299,77,331,301
V478,0.4175343851627826,0.5182441185016106,0.016913235239279345,0.0,0.001631551637377696,-0.0018000000000000017,0.0028913664589601943,0.125,8,276,21,299,311,454,301
V479,0.6539981358022916,0.41878314076387213,0.0010361584074418673,0.023069225762851607,0.0014899253823529705,0.006800000000000006,0.0038157568056677855,0.16666666666666666,6,230,225,186,387,26,201
V480,0.4683385697585443,0.49383186783736094,0.0,0.005482279460941785,0.0013876408438574085,0.0030000000000000027,0.0024083189157584613,0.14285714285714285,7,258,247,267,424,128,251
V481,1.288387617914075,0.2564814523682548,0.0,0.03731265644630894,0.0020630286060714844,0.004200000000000004,0.0014000000000000013,0.2,5,151,247,121,84,82,151
V482,4.370884110715438,0.036684098871971015,0.013498798888194052,0.09403382601171095,0.002346438415005578,-0.0008000000000000007,0.0029933259094191557,0.5,2,35,42,11,39,398,2
V483,0.20300902186603753,0.6523518221118934,0.0,0.0,0.001629997920516258,0.0030000000000000027,0.003714835124201345,0.1,10,339,247,299,314,128,401
V484,1.1968912468719708,0.27407577908993974,0.0,0.0,0.001971325568805688,-0.00020000000000000017,0.003026549190084314,0.1111111111111111,9,156,247,299,113,365,351
V485,0.0937575294576126,0.75948540658177,0.0,0.0,0.0018156682039532875,0.0008000000000000007,0.0025612496949731414,0.1111111111111111,9,393,247,299,192,285,351
V486,0.0624025223956816,0.8027638571105792,0.012369218928381276,0.0,0.0016571958058437743,0.00040000000000000034,0.004363484845854289,0.16666666666666666,6,403,46,299,299,314,201
V487,0.1770020272912709,0.6740076578456641,0.018636588569833634,0.02947774294554231,0.001579502159487824,-0.002400000000000002,0.0021540659228538035,0.25,4,353,12,152,338,476,101
V488,0.01811313526940833,0.8929535191800383,0.016503554604613946,0.0,0.001987236461414356,0.0006000000000000005,0.0028354893757515675,0.16666666666666666,6,448,25,299,103,299,201
V489,0.014162535742011283,0.9052822072839488,0.0,0.0,0.0021171984414013385,0.001200000000000001,0.0032496153618543867,0.1111111111111111,9,452,247,299,64,263,351
V490,0.007790583810636248,0.9296754709240679,0.0,0.0,0.0014091873074017322,0.0032000000000000028,0.0028565713714171427,0.1111111111111111,9,466,247,299,417,113,351
V491,1.4659467135881838,0.22612950131073992,0.0,0.05400999938012976,0.002251792889287605,0.0,0.003224903099319423,0.25,4,136,247,76,44,345,101
V492,0.026114996449498856,0.8716361328923293,0.0007070732760459109,0.0,0.0010550658132164861,0.00020000000000000017,0.0016613247725836165,0.09090909090909091,11,434,232,299,468,331,451
V493,0.2916974360144847,0.5891950127371657,0.005909440849563019,0.013924143193478141,0.00147886384572737,0.005800000000000005,0.0022715633383201114,0.14285714285714285,7,314,132,222,391,40,251
V494,18.21788207479947,2.0623911461159452e-05,0.009239130807586982,0.0,0.008012981337880238,0.0032000000000000028,0.005946427498927407,0.5,2,13,78,299,14,113,2
V495,4.20088507593435,0.04053318902095553,0.00413794705342907,0.07526404012247415,0.001925027188457048,-0.001200000000000001,0.0018330302779823377,0.5,2,39,161,33,139,424,2
V496,0.07341077427713089,0.7864619156556071,0.010101010971888424,0.008372796162514767,0.0015908265620418226,0.0016000000000000014,0.0030724582991474457,0.2,5,401,66,247,329,230,151
V497,5.697432885924315,0.017082267809366964,0.0009101943335312335,0.1079188194722521,0.0016849788408161645,0.00020000000000000017,0.0018867962264113225,0.5,2,20,227,6,272,331,2
V498,2.61374384914937,0.10609924987235655,0.0,0.04890868856847496,0.0014174558771766362,0.004400000000000004,0.0029393876913398165,0.3333333333333333,3,74,247,88,413,70,51
V499,0.00970039651582863,0.9215526224987035,0.002070751435692131,0.02347006858651742,0.0016114961257022462,-0.00020000000000000017,0.0036276714294434143,0.16666666666666666,6,461,196,180,321,365,201
V500,0.0047956101877218195,0.9447972800088538,0.0,0.0,0.001968712447095306,0.0036000000000000034,0.0028000000000000026,0.1111111111111111,9,473,247,299,117,99,351
